Record_ID,Date,Region,Team,Opening_Backlog,Requests_Received,Total_Workload,Requests_Completed,Closing_Backlog,Incident_Count,High_Critical_Incidents,Average_Completion_Days,SLA_Compliance,Quality_Pass_Rate,Customer_Satisfaction,Staff_Utilisation,Completion_Rate
OPS-100923,2026-02-11,Wales,Estates Support,303,47,350,26,324,0,0,8.0,0.6,0.988,2.5,0.74,0.074
OPS-100924,2026-02-11,Wales,Workplace Projects,0,30,30,30,0,0,0,1.0,0.926,0.999,4.5,0.649,1.0
OPS-100925,2026-02-12,Scotland,Workplace Services,171,44,215,42,173,0,0,8.0,0.6,0.969,2.5,0.813,0.195
OPS-100926,2026-02-12,Scotland,Facilities Response,0,35,35,35,0,0,0,1.8,1.0,1.0,4.7,0.665,1.0
OPS-100927,2026-02-12,Scotland,Estates Support,264,31,295,31,264,0,0,8.0,0.6,0.992,2.5,0.7,0.105
OPS-100928,2026-02-12,Scotland,Workplace Projects,0,33,33,33,0,0,0,1.3,0.956,0.969,4.7,0.695,1.0
OPS-100929,2026-02-12,North East,Workplace Services,5,42,47,40,7,0,0,2.1,0.902,0.981,4.3,0.794,0.851
OPS-100930,2026-02-12,North East,Facilities Response,35,43,78,55,23,0,0,3.2,0.806,0.983,3.6,0.626,0.705
OPS-100931,2026-02-12,North East,Estates Support,645,45,690,22,668,0,0,8.0,0.6,0.962,2.5,0.755,0.032
OPS-100932,2026-02-12,North East,Workplace Projects,28,31,59,26,33,0,0,3.6,0.766,0.972,3.4,0.811,0.441
OPS-100933,2026-02-12,North West,Workplace Services,275,30,305,38,267,0,0,8.0,0.6,0.994,2.5,0.762,0.125
OPS-100934,2026-02-12,North West,Facilities Response,663,33,696,23,673,0,0,8.0,0.6,1.0,2.5,0.655,0.033
OPS-100935,2026-02-12,North West,Estates Support,737,34,771,18,753,0,0,8.0,0.6,0.99,2.5,0.672,0.023
OPS-100936,2026-02-12,North West,Workplace Projects,0,35,35,35,0,0,0,1.4,0.985,1.0,4.6,0.682,1.0
OPS-100937,2026-02-12,Midlands,Workplace Services,17,27,44,44,0,0,0,1.2,0.977,0.998,4.4,0.784,1.0
OPS-100938,2026-02-12,Midlands,Facilities Response,364,47,411,31,380,0,0,8.0,0.6,0.982,2.5,0.704,0.075
OPS-100939,2026-02-12,Midlands,Estates Support,161,39,200,32,168,0,0,8.0,0.6,0.98,2.5,0.729,0.16
OPS-100940,2026-02-12,Midlands,Workplace Projects,0,18,18,18,0,0,0,0.9,0.988,0.982,4.3,0.747,1.0
OPS-100941,2026-02-12,South West,Workplace Services,497,40,537,29,508,0,0,8.0,0.6,0.971,2.5,0.784,0.054
OPS-100942,2026-02-12,South West,Facilities Response,0,50,50,48,2,0,0,2.1,0.955,0.957,4.7,0.708,0.96
OPS-100943,2026-02-12,South West,Estates Support,0,34,34,34,0,0,0,1.0,0.942,0.97,4.5,0.801,1.0
OPS-100944,2026-02-12,South West,Workplace Projects,0,24,24,24,0,0,0,1.9,0.971,0.952,4.7,0.75,1.0
OPS-100945,2026-02-12,South East,Workplace Services,0,49,49,49,0,0,0,1.6,1.0,0.977,4.7,0.82,1.0
OPS-100946,2026-02-12,South East,Facilities Response,971,46,1017,24,993,0,0,8.0,0.6,0.957,2.5,0.825,0.024
OPS-100947,2026-02-12,South East,Estates Support,0,35,35,35,0,0,0,1.2,0.965,0.962,4.4,0.759,1.0
OPS-100948,2026-02-12,South East,Workplace Projects,328,29,357,31,326,0,0,8.0,0.6,1.0,2.5,0.751,0.087
OPS-100949,2026-02-12,Wales,Workplace Services,478,43,521,30,491,0,0,8.0,0.6,0.97,2.5,0.657,0.058
OPS-100950,2026-02-12,Wales,Facilities Response,467,54,521,26,495,0,0,8.0,0.6,0.962,2.5,0.755,0.05
OPS-100951,2026-02-12,Wales,Estates Support,324,45,369,27,342,0,0,8.0,0.6,1.0,2.5,0.74,0.073
OPS-100952,2026-02-12,Wales,Workplace Projects,0,24,24,24,0,0,0,1.9,1.0,0.983,4.6,0.649,1.0
OPS-100953,2026-02-13,Scotland,Workplace Services,173,27,200,34,166,0,0,8.0,0.6,1.0,2.5,0.813,0.17
OPS-100954,2026-02-13,Scotland,Facilities Response,0,34,34,34,0,1,0,1.3,0.947,0.967,4.4,0.665,1.0
OPS-100955,2026-02-13,Scotland,Estates Support,264,37,301,32,269,0,0,8.0,0.6,1.0,2.5,0.7,0.106
OPS-100956,2026-02-13,Scotland,Workplace Projects,0,32,32,32,0,0,0,1.5,0.963,0.976,4.6,0.695,1.0
OPS-100957,2026-02-13,North East,Workplace Services,7,50,57,41,16,0,0,2.5,0.845,0.977,4.2,0.794,0.719
OPS-100958,2026-02-13,North East,Facilities Response,23,43,66,50,16,0,0,3.2,0.881,0.962,3.9,0.626,0.758
OPS-100959,2026-02-13,North East,Estates Support,668,55,723,23,700,0,0,8.0,0.6,0.989,2.5,0.755,0.032
OPS-100960,2026-02-13,North East,Workplace Projects,33,32,65,28,37,0,0,4.5,0.753,1.0,3.3,0.811,0.431
OPS-100961,2026-02-13,North West,Workplace Services,267,38,305,30,275,0,0,8.0,0.6,0.999,2.5,0.762,0.098
OPS-100962,2026-02-13,North West,Facilities Response,673,43,716,20,696,1,1,8.0,0.6,0.975,2.5,0.655,0.028
OPS-100963,2026-02-13,North West,Estates Support,753,51,804,22,782,0,0,8.0,0.6,0.985,2.5,0.672,0.027
OPS-100964,2026-02-13,North West,Workplace Projects,0,36,36,36,0,0,0,1.5,0.964,0.996,4.3,0.682,1.0
OPS-100965,2026-02-13,Midlands,Workplace Services,0,46,46,46,0,0,0,1.9,0.974,0.992,4.5,0.784,1.0
OPS-100966,2026-02-13,Midlands,Facilities Response,380,41,421,31,390,0,0,8.0,0.6,0.963,2.5,0.704,0.074
OPS-100967,2026-02-13,Midlands,Estates Support,168,49,217,35,182,0,0,8.0,0.6,0.972,2.5,0.729,0.161
OPS-100968,2026-02-13,Midlands,Workplace Projects,0,23,23,23,0,0,0,1.1,0.98,0.99,4.6,0.747,1.0
OPS-100969,2026-02-13,South West,Workplace Services,508,59,567,24,543,1,1,8.0,0.6,0.958,2.5,0.784,0.042
OPS-100970,2026-02-13,South West,Facilities Response,2,40,42,42,0,0,0,2.0,0.965,0.988,4.2,0.708,1.0
OPS-100971,2026-02-13,South West,Estates Support,0,63,63,55,8,0,0,1.7,0.951,1.0,4.3,0.801,0.873
OPS-100972,2026-02-13,South West,Workplace Projects,0,23,23,23,0,0,0,1.5,1.0,0.992,4.5,0.75,1.0
OPS-100973,2026-02-13,South East,Workplace Services,0,35,35,35,0,0,0,1.8,0.978,0.972,4.5,0.82,1.0
OPS-100974,2026-02-13,South East,Facilities Response,993,39,1032,29,1003,0,0,8.0,0.6,0.98,2.5,0.825,0.028
OPS-100975,2026-02-13,South East,Estates Support,0,24,24,24,0,0,0,1.1,0.974,0.987,4.6,0.759,1.0
OPS-100976,2026-02-13,South East,Workplace Projects,326,27,353,28,325,1,0,8.0,0.6,0.965,2.5,0.751,0.079
OPS-100977,2026-02-13,Wales,Workplace Services,491,51,542,28,514,0,0,8.0,0.6,0.961,2.5,0.657,0.052
OPS-100978,2026-02-13,Wales,Facilities Response,495,39,534,28,506,0,0,8.0,0.6,0.946,2.5,0.755,0.052
OPS-100979,2026-02-13,Wales,Estates Support,342,26,368,30,338,0,0,8.0,0.6,1.0,2.5,0.74,0.082
OPS-100980,2026-02-13,Wales,Workplace Projects,0,43,43,42,1,0,0,1.6,0.969,0.976,4.7,0.649,0.977
OPS-100981,2026-02-16,Scotland,Workplace Services,166,44,210,34,176,0,0,8.0,0.6,0.979,2.5,0.813,0.162
OPS-100982,2026-02-16,Scotland,Facilities Response,0,32,32,32,0,0,0,1.5,0.934,0.977,4.4,0.665,1.0
OPS-100983,2026-02-16,Scotland,Estates Support,269,51,320,31,289,1,1,8.0,0.6,0.955,2.5,0.7,0.097
OPS-100984,2026-02-16,Scotland,Workplace Projects,0,36,36,36,0,0,0,0.9,0.961,1.0,4.5,0.695,1.0
OPS-100985,2026-02-16,North East,Workplace Services,16,29,45,40,5,0,0,1.5,0.937,0.987,4.2,0.794,0.889
OPS-100986,2026-02-16,North East,Facilities Response,16,44,60,54,6,1,0,1.9,0.896,0.989,4.1,0.626,0.9
OPS-100987,2026-02-16,North East,Estates Support,700,31,731,24,707,0,0,8.0,0.6,1.0,2.5,0.755,0.033
OPS-100988,2026-02-16,North East,Workplace Projects,37,21,58,30,28,0,0,3.5,0.795,0.964,3.7,0.811,0.517
OPS-100989,2026-02-16,North West,Workplace Services,275,37,312,31,281,0,0,8.0,0.6,1.0,2.5,0.762,0.099
OPS-100990,2026-02-16,North West,Facilities Response,696,36,732,18,714,0,0,8.0,0.6,1.0,2.5,0.655,0.025
OPS-100991,2026-02-16,North West,Estates Support,782,53,835,20,815,0,0,8.0,0.6,1.0,2.5,0.672,0.024
OPS-100992,2026-02-16,North West,Workplace Projects,0,30,30,30,0,0,0,1.0,0.992,1.0,4.4,0.682,1.0
OPS-100993,2026-02-16,Midlands,Workplace Services,0,28,28,28,0,0,0,1.7,0.968,0.979,4.6,0.784,1.0
OPS-100994,2026-02-16,Midlands,Facilities Response,390,33,423,32,391,0,0,8.0,0.6,0.981,2.5,0.704,0.076
OPS-100995,2026-02-16,Midlands,Estates Support,182,22,204,31,173,0,0,8.0,0.6,0.982,2.5,0.729,0.152
OPS-100996,2026-02-16,Midlands,Workplace Projects,0,42,42,40,2,0,0,1.2,0.944,0.999,4.5,0.747,0.952
OPS-100997,2026-02-16,South West,Workplace Services,543,43,586,29,557,0,0,8.0,0.6,0.988,2.5,0.784,0.049
OPS-100998,2026-02-16,South West,Facilities Response,0,41,41,41,0,0,0,0.9,0.968,0.99,4.3,0.708,1.0
OPS-100999,2026-02-16,South West,Estates Support,8,38,46,46,0,0,0,2.1,0.964,1.0,4.7,0.801,1.0
OPS-101000,2026-02-16,South West,Workplace Projects,0,25,25,25,0,0,0,2.0,0.969,0.98,4.6,0.75,1.0
OPS-101001,2026-02-16,South East,Workplace Services,0,53,53,53,0,0,0,1.7,0.953,1.0,4.8,0.82,1.0
OPS-101002,2026-02-16,South East,Facilities Response,1003,47,1050,26,1024,0,0,8.0,0.6,0.989,2.5,0.825,0.025
OPS-101003,2026-02-16,South East,Estates Support,0,46,46,46,0,1,0,1.8,0.952,0.986,4.5,0.759,1.0
OPS-101004,2026-02-16,South East,Workplace Projects,325,32,357,23,334,0,0,8.0,0.6,0.964,2.5,0.751,0.064
OPS-101005,2026-02-16,Wales,Workplace Services,514,60,574,24,550,0,0,8.0,0.6,0.996,2.5,0.657,0.042
OPS-101006,2026-02-16,Wales,Facilities Response,506,44,550,25,525,0,0,8.0,0.6,0.984,2.5,0.755,0.045
OPS-101007,2026-02-16,Wales,Estates Support,338,49,387,27,360,0,0,8.0,0.6,0.974,2.5,0.74,0.07
OPS-101008,2026-02-16,Wales,Workplace Projects,1,27,28,28,0,0,0,1.6,0.998,1.0,4.8,0.649,1.0
OPS-101009,2026-02-17,Scotland,Workplace Services,176,33,209,43,166,0,0,8.0,0.6,0.989,2.5,0.813,0.206
OPS-101010,2026-02-17,Scotland,Facilities Response,0,33,33,33,0,0,0,1.5,0.962,0.978,4.5,0.665,1.0
OPS-101011,2026-02-17,Scotland,Estates Support,289,43,332,38,294,0,0,8.0,0.6,1.0,2.5,0.7,0.114
OPS-101012,2026-02-17,Scotland,Workplace Projects,0,34,34,34,0,1,0,1.9,0.922,0.975,4.8,0.695,1.0
OPS-101013,2026-02-17,North East,Workplace Services,5,42,47,46,1,0,0,1.8,0.993,0.955,4.4,0.794,0.979
OPS-101014,2026-02-17,North East,Facilities Response,6,41,47,42,5,0,0,2.0,0.909,0.965,4.6,0.626,0.894
OPS-101015,2026-02-17,North East,Estates Support,707,31,738,22,716,0,0,8.0,0.6,0.978,2.5,0.755,0.03
OPS-101016,2026-02-17,North East,Workplace Projects,28,31,59,28,31,0,0,4.5,0.799,0.988,3.9,0.811,0.475
OPS-101017,2026-02-17,North West,Workplace Services,281,45,326,32,294,0,0,8.0,0.6,1.0,2.5,0.762,0.098
OPS-101018,2026-02-17,North West,Facilities Response,714,38,752,23,729,0,0,8.0,0.6,0.977,2.5,0.655,0.031
OPS-101019,2026-02-17,North West,Estates Support,815,59,874,20,854,0,0,8.0,0.6,0.978,2.5,0.672,0.023
OPS-101020,2026-02-17,North West,Workplace Projects,0,16,16,16,0,0,0,2.1,1.0,0.977,4.6,0.682,1.0
OPS-101021,2026-02-17,Midlands,Workplace Services,0,33,33,33,0,0,0,1.4,0.931,1.0,4.3,0.784,1.0
OPS-101022,2026-02-17,Midlands,Facilities Response,391,46,437,32,405,0,0,8.0,0.6,0.988,2.5,0.704,0.073
OPS-101023,2026-02-17,Midlands,Estates Support,173,16,189,37,152,0,0,8.0,0.6,0.982,2.5,0.729,0.196
OPS-101024,2026-02-17,Midlands,Workplace Projects,2,31,33,33,0,0,0,1.3,0.944,1.0,4.3,0.747,1.0
OPS-101025,2026-02-17,South West,Workplace Services,557,32,589,32,557,0,0,8.0,0.6,0.995,2.5,0.784,0.054
OPS-101026,2026-02-17,South West,Facilities Response,0,34,34,34,0,0,0,0.8,0.957,0.986,4.4,0.708,1.0
OPS-101027,2026-02-17,South West,Estates Support,0,48,48,48,0,0,0,1.5,0.943,0.969,4.4,0.801,1.0
OPS-101028,2026-02-17,South West,Workplace Projects,0,24,24,24,0,0,0,1.8,1.0,0.995,4.4,0.75,1.0
OPS-101029,2026-02-17,South East,Workplace Services,0,35,35,35,0,0,0,1.6,0.998,1.0,4.6,0.82,1.0
OPS-101030,2026-02-17,South East,Facilities Response,1024,47,1071,24,1047,0,0,8.0,0.6,0.997,2.5,0.825,0.022
OPS-101031,2026-02-17,South East,Estates Support,0,63,63,52,11,0,0,2.4,0.884,0.999,4.1,0.759,0.825
OPS-101032,2026-02-17,South East,Workplace Projects,334,29,363,26,337,1,1,8.0,0.6,0.991,2.5,0.751,0.072
OPS-101033,2026-02-17,Wales,Workplace Services,550,56,606,31,575,0,0,8.0,0.6,0.986,2.5,0.657,0.051
OPS-101034,2026-02-17,Wales,Facilities Response,525,42,567,28,539,0,0,8.0,0.6,0.98,2.5,0.755,0.049
OPS-101035,2026-02-17,Wales,Estates Support,360,44,404,23,381,0,0,8.0,0.6,0.992,2.5,0.74,0.057
OPS-101036,2026-02-17,Wales,Workplace Projects,0,31,31,31,0,0,0,1.3,0.979,0.962,4.6,0.649,1.0
OPS-101037,2026-02-18,Scotland,Workplace Services,166,36,202,44,158,0,0,8.0,0.6,1.0,2.5,0.813,0.218
OPS-101038,2026-02-18,Scotland,Facilities Response,0,23,23,23,0,3,1,1.1,0.833,0.951,4.3,0.665,1.0
OPS-101039,2026-02-18,Scotland,Estates Support,294,49,343,36,307,0,0,8.0,0.6,0.986,2.5,0.7,0.105
OPS-101040,2026-02-18,Scotland,Workplace Projects,0,32,32,32,0,0,0,1.3,1.0,1.0,4.6,0.695,1.0
OPS-101041,2026-02-18,North East,Workplace Services,1,37,38,38,0,0,0,1.3,0.971,0.98,5.0,0.794,1.0
OPS-101042,2026-02-18,North East,Facilities Response,5,63,68,51,17,0,0,3.3,0.842,0.971,3.6,0.626,0.75
OPS-101043,2026-02-18,North East,Estates Support,716,34,750,26,724,0,0,8.0,0.6,0.989,2.5,0.755,0.035
OPS-101044,2026-02-18,North East,Workplace Projects,31,41,72,31,41,1,0,5.4,0.709,0.986,3.3,0.811,0.431
OPS-101045,2026-02-18,North West,Workplace Services,294,49,343,34,309,0,0,8.0,0.6,0.983,2.5,0.762,0.099
OPS-101046,2026-02-18,North West,Facilities Response,729,32,761,19,742,0,0,8.0,0.6,0.962,2.5,0.655,0.025
OPS-101047,2026-02-18,North West,Estates Support,854,41,895,19,876,0,0,8.0,0.6,0.994,2.5,0.672,0.021
OPS-101048,2026-02-18,North West,Workplace Projects,0,29,29,29,0,0,0,1.6,0.95,0.965,4.8,0.682,1.0
OPS-101049,2026-02-18,Midlands,Workplace Services,0,42,42,42,0,0,0,2.1,0.949,0.976,4.3,0.784,1.0
OPS-101050,2026-02-18,Midlands,Facilities Response,405,34,439,33,406,0,0,8.0,0.6,0.987,2.5,0.704,0.075
OPS-101051,2026-02-18,Midlands,Estates Support,152,54,206,30,176,0,0,8.0,0.6,0.998,2.5,0.729,0.146
OPS-101052,2026-02-18,Midlands,Workplace Projects,0,20,20,20,0,0,0,1.3,0.96,0.984,4.5,0.747,1.0
OPS-101053,2026-02-18,South West,Workplace Services,557,37,594,31,563,0,0,8.0,0.6,1.0,2.5,0.784,0.052
OPS-101054,2026-02-18,South West,Facilities Response,0,41,41,41,0,0,0,1.6,0.969,0.998,4.2,0.708,1.0
OPS-101055,2026-02-18,South West,Estates Support,0,52,52,52,0,0,0,1.9,0.941,0.99,4.7,0.801,1.0
OPS-101056,2026-02-18,South West,Workplace Projects,0,30,30,30,0,1,0,1.4,0.925,1.0,4.9,0.75,1.0
OPS-101057,2026-02-18,South East,Workplace Services,0,58,58,45,13,0,0,2.9,0.885,0.985,4.2,0.82,0.776
OPS-101058,2026-02-18,South East,Facilities Response,1047,54,1101,26,1075,0,0,8.0,0.6,0.983,2.5,0.825,0.024
OPS-101059,2026-02-18,South East,Estates Support,11,42,53,53,0,0,0,1.1,0.976,0.977,4.7,0.759,1.0
OPS-101060,2026-02-18,South East,Workplace Projects,337,43,380,24,356,0,0,8.0,0.6,0.971,2.5,0.751,0.063
OPS-101061,2026-02-18,Wales,Workplace Services,575,35,610,28,582,1,0,8.0,0.6,0.977,2.5,0.657,0.046
OPS-101062,2026-02-18,Wales,Facilities Response,539,39,578,24,554,0,0,8.0,0.6,1.0,2.5,0.755,0.042
OPS-101063,2026-02-18,Wales,Estates Support,381,56,437,32,405,0,0,8.0,0.6,0.977,2.5,0.74,0.073
OPS-101064,2026-02-18,Wales,Workplace Projects,0,26,26,26,0,0,0,1.2,0.968,0.989,4.7,0.649,1.0
OPS-101065,2026-02-19,Scotland,Workplace Services,158,56,214,38,176,0,0,8.0,0.6,0.989,2.5,0.813,0.178
OPS-101066,2026-02-19,Scotland,Facilities Response,0,58,58,58,0,0,0,1.5,0.999,1.0,4.6,0.665,1.0
OPS-101067,2026-02-19,Scotland,Estates Support,307,27,334,38,296,0,0,8.0,0.6,0.971,2.5,0.7,0.114
OPS-101068,2026-02-19,Scotland,Workplace Projects,0,23,23,23,0,0,0,1.7,1.0,1.0,4.4,0.695,1.0
OPS-101069,2026-02-19,North East,Workplace Services,0,38,38,37,1,0,0,1.6,0.976,0.987,4.4,0.794,0.974
OPS-101070,2026-02-19,North East,Facilities Response,17,42,59,46,13,0,0,2.3,0.912,1.0,4.3,0.626,0.78
OPS-101071,2026-02-19,North East,Estates Support,724,37,761,24,737,0,0,8.0,0.6,0.981,2.5,0.755,0.032
OPS-101072,2026-02-19,North East,Workplace Projects,41,27,68,32,36,0,0,4.3,0.745,0.988,3.2,0.811,0.471
OPS-101073,2026-02-19,North West,Workplace Services,309,41,350,38,312,0,0,8.0,0.6,0.991,2.5,0.762,0.109
OPS-101074,2026-02-19,North West,Facilities Response,742,28,770,22,748,0,0,8.0,0.6,0.993,2.5,0.655,0.029
OPS-101075,2026-02-19,North West,Estates Support,876,45,921,19,902,0,0,8.0,0.6,0.974,2.5,0.672,0.021
OPS-101076,2026-02-19,North West,Workplace Projects,0,37,37,37,0,0,0,1.9,0.972,0.979,4.2,0.682,1.0
OPS-101077,2026-02-19,Midlands,Workplace Services,0,56,56,45,11,0,0,3.1,0.895,0.994,4.1,0.784,0.804
OPS-101078,2026-02-19,Midlands,Facilities Response,406,47,453,33,420,0,0,8.0,0.6,0.964,2.5,0.704,0.073
OPS-101079,2026-02-19,Midlands,Estates Support,176,36,212,38,174,0,0,8.0,0.6,0.978,2.5,0.729,0.179
OPS-101080,2026-02-19,Midlands,Workplace Projects,0,31,31,31,0,0,0,1.2,1.0,0.989,4.5,0.747,1.0
OPS-101081,2026-02-19,South West,Workplace Services,563,38,601,24,577,0,0,8.0,0.6,1.0,2.5,0.784,0.04
OPS-101082,2026-02-19,South West,Facilities Response,0,58,58,46,12,0,0,2.6,0.87,0.964,4.4,0.708,0.793
OPS-101083,2026-02-19,South West,Estates Support,0,33,33,33,0,0,0,1.3,0.956,0.977,4.7,0.801,1.0
OPS-101084,2026-02-19,South West,Workplace Projects,0,39,39,39,0,0,0,1.5,0.977,0.993,4.7,0.75,1.0
OPS-101085,2026-02-19,South East,Workplace Services,13,42,55,55,0,0,0,1.7,0.945,0.985,4.3,0.82,1.0
OPS-101086,2026-02-19,South East,Facilities Response,1075,31,1106,24,1082,0,0,8.0,0.6,1.0,2.5,0.825,0.022
OPS-101087,2026-02-19,South East,Estates Support,0,29,29,29,0,1,0,1.9,0.955,0.963,4.6,0.759,1.0
OPS-101088,2026-02-19,South East,Workplace Projects,356,30,386,30,356,0,0,8.0,0.6,0.971,2.5,0.751,0.078
OPS-101089,2026-02-19,Wales,Workplace Services,582,30,612,31,581,0,0,8.0,0.6,1.0,2.5,0.657,0.051
OPS-101090,2026-02-19,Wales,Facilities Response,554,49,603,23,580,0,0,8.0,0.6,1.0,2.5,0.755,0.038
OPS-101091,2026-02-19,Wales,Estates Support,405,42,447,31,416,0,0,8.0,0.6,0.989,2.5,0.74,0.069
OPS-101092,2026-02-19,Wales,Workplace Projects,0,24,24,24,0,0,0,2.0,0.963,0.989,4.4,0.649,1.0
OPS-101093,2026-02-20,Scotland,Workplace Services,176,39,215,38,177,0,0,8.0,0.6,0.993,2.5,0.813,0.177
OPS-101094,2026-02-20,Scotland,Facilities Response,0,40,40,40,0,0,0,1.2,0.995,0.98,4.3,0.665,1.0
OPS-101095,2026-02-20,Scotland,Estates Support,296,49,345,36,309,0,0,8.0,0.6,0.989,2.5,0.7,0.104
OPS-101096,2026-02-20,Scotland,Workplace Projects,0,26,26,26,0,0,0,1.5,0.964,0.993,4.8,0.695,1.0
OPS-101097,2026-02-20,North East,Workplace Services,1,50,51,45,6,0,0,1.4,0.874,0.958,4.1,0.794,0.882
OPS-101098,2026-02-20,North East,Facilities Response,13,37,50,41,9,1,0,2.6,0.898,0.954,4.3,0.626,0.82
OPS-101099,2026-02-20,North East,Estates Support,737,53,790,28,762,0,0,8.0,0.6,0.955,2.5,0.755,0.035
OPS-101100,2026-02-20,North East,Workplace Projects,36,29,65,31,34,0,0,5.1,0.757,0.967,3.4,0.811,0.477
OPS-101101,2026-02-20,North  West,Workplace Services,312,27,339,33,306,0,0,8.0,0.6,0.977,2.5,0.762,0.097
OPS-101102,2026-02-20,North West,Facilities Response,748,45,793,21,772,0,0,8.0,0.6,1.0,2.5,0.655,0.026
OPS-101103,2026-02-20,North West,Estates Support,902,58,960,25,935,0,0,8.0,0.6,0.967,2.5,0.672,0.026
OPS-101104,2026-02-20,North West,Workplace Projects,0,31,31,31,0,0,0,0.8,0.961,0.953,4.5,0.682,1.0
OPS-101105,2026-02-20,Midlands,Workplace Services,11,35,46,45,1,0,0,1.8,0.973,1.0,4.2,0.784,0.978
OPS-101106,2026-02-20,Midlands,Facilities Response,420,41,461,31,430,0,0,8.0,0.6,0.99,2.5,0.704,0.067
OPS-101107,2026-02-20,Midlands,Estates Support,174,40,214,28,186,0,0,8.0,0.6,1.0,2.5,0.729,0.131
OPS-101108,2026-02-20,Midlands,Workplace Projects,0,28,28,28,0,0,0,1.6,0.975,0.95,4.4,0.747,1.0
OPS-101109,2026-02-20,South West,Workplace Services,577,56,633,27,606,0,0,8.0,0.6,0.975,2.5,0.784,0.043
OPS-101110,2026-02-20,South West,Facilities Response,12,37,49,48,1,0,0,2.1,0.987,0.991,4.6,0.708,0.98
OPS-101111,2026-02-20,South West,Estates Support,0,29,29,29,0,0,0,2.0,0.989,0.974,4.8,0.801,1.0
OPS-101112,2026-02-20,South West,Workplace Projects,0,27,27,27,0,0,0,1.4,0.959,1.0,4.4,0.75,1.0
OPS-101113,2026-02-20,South East,Workplace Services,0,50,50,50,0,0,0,1.8,0.995,0.989,4.3,0.82,1.0
OPS-101114,2026-02-20,South East,Facilities Response,1082,40,1122,22,1100,0,0,8.0,0.6,0.991,2.5,0.825,0.02
OPS-101115,2026-02-20,South East,Estates Support,0,42,42,42,0,0,0,1.7,0.947,0.988,4.4,0.759,1.0
OPS-101116,2026-02-20,South East,Workplace Projects,356,30,386,26,360,0,0,8.0,0.6,0.968,2.5,0.751,0.067
OPS-101117,2026-02-20,Wales,Workplace Services,581,26,607,25,582,1,0,8.0,0.6,0.98,2.5,0.657,0.041
OPS-101118,2026-02-20,Wales,Facilities Response,580,47,627,21,606,0,0,8.0,0.6,0.955,2.5,0.755,0.033
OPS-101119,2026-02-20,Wales,Estates Support,416,36,452,26,426,0,0,8.0,0.6,0.954,2.5,0.74,0.058
OPS-101120,2026-02-20,Wales,Workplace Projects,0,27,27,27,0,0,0,1.4,0.969,1.0,4.4,0.649,1.0
OPS-101121,2026-02-23,Scotland,Workplace Services,177,45,222,42,180,0,0,8.0,0.6,0.96,2.5,0.813,0.189
OPS-101122,2026-02-23,Scotland,Facilities Response,0,40,40,40,0,0,0,2.3,0.965,1.0,4.2,0.665,1.0
OPS-101123,2026-02-23,Scotland,Estates Support,309,57,366,40,326,0,0,8.0,0.6,0.992,2.5,0.7,0.109
OPS-101124,2026-02-23,Scotland,Workplace Projects,0,36,36,36,0,0,0,2.0,0.984,1.0,4.4,0.695,1.0
OPS-101125,2026-02-23,North East,Workplace Services,6,42,48,46,2,0,0,1.9,0.979,0.962,4.5,0.794,0.958
OPS-101126,2026-02-23,North East,Facilities Response,9,45,54,51,3,0,0,1.4,0.93,0.961,4.3,0.626,0.944
OPS-101127,2026-02-23,North East,Estates Support,762,41,803,25,778,0,0,8.0,0.6,0.939,2.5,0.755,0.031
OPS-101128,2026-02-23,North East,Workplace Projects,34,34,68,30,38,0,0,4.1,0.721,0.955,3.2,0.811,0.441
OPS-101129,2026-02-23,North West,Workplace Services,306,36,342,33,309,0,0,8.0,0.6,0.987,2.5,0.762,0.096
OPS-101130,2026-02-23,North West,Facilities Response,772,54,826,23,803,1,0,8.0,0.6,0.976,2.5,0.655,0.028
OPS-101131,2026-02-23,North West,Estates Support,935,51,986,21,965,0,0,8.0,0.6,0.982,2.5,0.672,0.021
OPS-101132,2026-02-23,North West,Workplace Projects,0,28,28,28,0,0,0,1.9,0.997,0.993,4.6,0.682,1.0
OPS-101133,2026-02-23,Midlands,Workplace Services,1,23,24,24,0,0,0,1.2,0.972,0.984,4.5,0.784,1.0
OPS-101134,2026-02-23,Midlands,Facilities Response,430,43,473,32,441,0,0,8.0,0.6,0.975,2.5,0.704,0.068
OPS-101135,2026-02-23,Midlands,Estates Support,186,37,223,34,189,1,1,8.0,0.6,0.98,2.5,0.729,0.152
OPS-101136,2026-02-23,Midlands,Workplace Projects,0,34,34,34,0,1,0,1.7,0.92,0.979,4.7,0.747,1.0
OPS-101137,2026-02-23,South West,Workplace Services,606,39,645,27,618,0,0,8.0,0.6,0.962,2.5,0.784,0.042
OPS-101138,2026-02-23,South West,Facilities Response,1,38,39,39,0,0,0,0.8,0.972,0.951,4.7,0.708,1.0
OPS-101139,2026-02-23,South West,Estates Support,0,32,32,32,0,0,0,1.5,0.973,0.998,4.4,0.801,1.0
OPS-101140,2026-02-23,South West,Workplace Projects,0,27,27,27,0,0,0,0.9,0.976,0.988,4.7,0.75,1.0
OPS-101141,2026-02-23,South East,Workplace Services,0,52,52,52,0,0,0,2.2,1.0,0.977,4.7,0.82,1.0
OPS-101142,2026-02-23,South East,Facilities Response,1100,30,1130,26,1104,1,0,8.0,0.6,0.952,2.5,0.825,0.023
